Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330853 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 276341 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308515 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 275426 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322014 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 272031 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307385 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293095 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306212 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 259091 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273960 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324530 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 264657 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 294004 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 253420 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293816 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 259722 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305801 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 24 milliseconds, 245415 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307538 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 270155 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 285691 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310585 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316094 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 250526 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 250861 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327623 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 260197 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 274862 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297080 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 283409 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 341302 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 267559 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 263409 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 346488 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 281144 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 356366 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323239 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 341762 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293242 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303355 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 278142 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315694 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307614 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347762 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 360342 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315991 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 274903 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336657 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329294 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291813 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334217 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320375 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320362 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295372 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 268600 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 272688 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319159 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 285048 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324238 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 262043 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273984 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304631 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299296 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296123 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290371 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328694 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 281495 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291909 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 268623 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 272253 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309431 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280476 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 267818 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303764 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280519 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323200 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 261697 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315936 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 276895 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 275047 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320465 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 276110 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306965 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 287800 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310770 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 265944 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293414 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301533 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295016 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 286971 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 338767 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 277298 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311100 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311212 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 272106 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 285560 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327620 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328387 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 274741 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 286746 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 44 milliseconds, 442994 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302392 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340904 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291032 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315752 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 284534 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305355 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296842 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320906 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 282448 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 265207 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319436 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 289704 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299876 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 268002 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 282397 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 267711 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 39 milliseconds, 390869 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337777 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303354 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335181 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331941 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291340 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306433 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304079 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347202 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 357788 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306141 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320594 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319455 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324211 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306757 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311680 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303409 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305385 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 265649 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323394 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290087 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 294803 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 287892 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319173 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 341709 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 358079 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332739 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311835 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347354 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297479 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302661 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324380 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 286844 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334227 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310840 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298082 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334394 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309338 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 366412 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309681 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 287118 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 266105 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295989 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 270489 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312592 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 258548 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 275503 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321415 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 279498 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304082 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 272248 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 271254 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 268468 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 287125 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 265806 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290531 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291187 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323425 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 285259 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303994 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 257813 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315828 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 263344 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299352 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 274842 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306074 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 261712 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 285040 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304700 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 275478 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307429 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290409 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297959 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273226 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 276117 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315051 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273110 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303355 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293365 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331064 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302740 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313264 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 272489 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298786 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 271566 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330967 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296905 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310308 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273413 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318833 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 266442 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291976 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 277562 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336227 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291825 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302745 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 261988 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 300914 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273530 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 271241 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299859 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 264761 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 277895 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320452 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 288742 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280917 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290775 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 256350 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 273221 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315945 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312107 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308041 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 269700 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322696 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 268230 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 294717 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 289388 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 270909 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 283991 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 263227 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316686 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 266953 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 262294 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328561 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 257844 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 267896 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316130 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 270008 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 262402 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322793 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 261088 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293139 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325976 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 269657 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 270067 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 281494 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329018 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 267335 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303285 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 251466 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293742 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 250617 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301509 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297916 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 341166 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336389 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303092 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319244 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 368429 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325193 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307420 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321155 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310677 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323427 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316140 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 356466 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 374941 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333079 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 294836 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 376788 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 290419 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328158 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296233 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321798 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319509 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334034 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306367 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 39 milliseconds, 394652 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 280142 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309484 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323193 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325788 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322318 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313996 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327177 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 342847 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323214 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 357637 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301823 ticks
